instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange,clean_symbol
NSE_EQ|INE585B01010,10999,MARUTI,MARUTI SUZUKI INDIA LTD.,15237.0,,,1.0,1.0,EQUITY,,NSE_EQ,MARUTI
NSE_EQ|INE139A01034,6364,NATIONALUM,NATIONAL ALUMINIUM CO LTD,349.3,,,0.05,1.0,EQUITY,,NSE_EQ,NATIONALUM
NSE_EQ|INE763I01026,15174,TARIL,TRANS & RECTI. LTD,271.11,,,0.01,1.0,EQUITY,,NSE_EQ,TARIL
NSE_EQ|INE970X01018,2606,LEMONTREE,LEMON TREE HOTELS LTD,127.6,,,0.01,1.0,EQUITY,,NSE_EQ,LEMONTREE
NSE_EQ|INE522D01027,19061,MANAPPURAM,MANAPPURAM FINANCE LTD,302.65,,,0.05,1.0,EQUITY,,NSE_EQ,MANAPPURAM
NSE_EQ|INE1NPP01017,756871,ENRIN,SIEMENS ENERGY INDIA LTD,2740.1,,,0.1,1.0,EQUITY,,NSE_EQ,ENRIN
NSE_EQ|INE427F01016,8546,CHALET,CHALET HOTELS LIMITED,858.4,,,0.05,1.0,EQUITY,,NSE_EQ,CHALET
NSE_EQ|INE00R701025,8075,DALBHARAT,DALMIA BHARAT LIMITED,2140.3,,,0.1,1.0,EQUITY,,NSE_EQ,DALBHARAT
NSE_EQ|INE917I01010,16669,BAJAJ-AUTO,BAJAJ AUTO LIMITED,9760.0,,,0.5,1.0,EQUITY,,NSE_EQ,BAJAJ-AUTO
NSE_EQ|INE146L01010,20936,KIRLOSENG,KIRLOSKAR OIL ENG LTD,1379.9,,,0.1,1.0,EQUITY,,NSE_EQ,KIRLOSENG
NSE_EQ|INE943P01029,29452,AGARWALEYE,DR AGARWALS HEALTH CARE L,455.05,,,0.05,1.0,EQUITY,,NSE_EQ,AGARWALEYE
NSE_EQ|INE267A01025,1424,HINDZINC,HINDUSTAN ZINC LIMITED,592.85,,,0.05,1.0,EQUITY,,NSE_EQ,HINDZINC
NSE_EQ|INE466L01038,13061,360ONE,360 ONE WAM LIMITED,1126.8,,,0.1,1.0,EQUITY,,NSE_EQ,360ONE
NSE_EQ|INE070A01015,3103,SHREECEM,SHREE CEMENT LIMITED,26130.0,,,5.0,1.0,EQUITY,,NSE_EQ,SHREECEM
NSE_EQ|INE242C01024,13620,ANANTRAJ,ANANT RAJ LIMITED,533.05,,,0.05,1.0,EQUITY,,NSE_EQ,ANANTRAJ
NSE_EQ|INE883F01010,23729,AADHARHFC,AADHAR HOUSING FINANCE L,466.65,,,0.05,1.0,EQUITY,,NSE_EQ,AADHARHFC
NSE_EQ|INE749A01030,6733,JINDALSTEL,JINDAL STEEL LIMITED,1184.7,,,0.1,1.0,EQUITY,,NSE_EQ,JINDALSTEL
NSE_EQ|INE171Z01026,2144,BDL,BHARAT DYNAMICS LIMITED,1243.6,,,0.1,1.0,EQUITY,,NSE_EQ,BDL
NSE_EQ|INE591G01025,11543,COFORGE,COFORGE LIMITED,1361.8,,,0.1,1.0,EQUITY,,NSE_EQ,COFORGE
NSE_EQ|INE903U01023,18743,SIGNATURE,SIGNATUREGLOBAL INDIA LTD,1040.55,,,0.05,1.0,EQUITY,,NSE_EQ,SIGNATURE
NSE_EQ|INE160A01022,10666,PNB,PUNJAB NATIONAL BANK,118.76,,,0.01,1.0,EQUITY,,NSE_EQ,PNB
NSE_EQ|INE736A01011,21174,CDSL,CENTRAL DEPO SER (I) LTD,1335.3,,,0.1,1.0,EQUITY,,NSE_EQ,CDSL
NSE_EQ|INE814H01029,17388,ADANIPOWER,ADANI POWER LTD,139.9,,,0.01,1.0,EQUITY,,NSE_EQ,ADANIPOWER
NSE_EQ|INE102D01028,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,1195.4,,,0.1,1.0,EQUITY,,NSE_EQ,GODREJCP
NSE_EQ|INE600L01024,11654,LALPATHLAB,DR. LAL PATH LABS LTD.,1398.7,,,0.1,1.0,EQUITY,,NSE_EQ,LALPATHLAB
NSE_EQ|INE134E01011,14299,PFC,POWER FIN CORP LTD.,400.55,,,0.05,1.0,EQUITY,,NSE_EQ,PFC
NSE_EQ|INE269A01021,6596,SONATSOFTW,SONATA SOFTWARE LTD,279.1,,,0.05,1.0,EQUITY,,NSE_EQ,SONATSOFTW
NSE_EQ|INE009A01021,1594,INFY,INFOSYS LIMITED,1369.1,,,0.1,1.0,EQUITY,,NSE_EQ,INFY
NSE_EQ|INE962Y01021,4986,IRCON,IRCON INTERNATIONAL LTD,152.89,,,0.01,1.0,EQUITY,,NSE_EQ,IRCON
NSE_EQ|INE048G01026,14672,NAVINFLUOR,NAVIN FLUORINE INT. LTD,6304.0,,,0.5,1.0,EQUITY,,NSE_EQ,NAVINFLUOR
NSE_EQ|INE918Z01012,12092,KAYNES,KAYNES TECHNOLOGY IND LTD,3942.5,,,0.1,1.0,EQUITY,,NSE_EQ,KAYNES
NSE_EQ|INE376G01013,11373,BIOCON,BIOCON LIMITED.,377.95,,,0.05,1.0,EQUITY,,NSE_EQ,BIOCON
NSE_EQ|INE619A01035,17029,PATANJALI,PATANJALI FOODS LIMITED,521.25,,,0.05,1.0,EQUITY,,NSE_EQ,PATANJALI
NSE_EQ|INE465A01025,422,BHARATFORG,BHARAT FORGE LTD,1738.8,,,0.1,1.0,EQUITY,,NSE_EQ,BHARATFORG
NSE_EQ|INE589A01014,8585,NLCINDIA,NLC INDIA LIMITED,259.3,,,0.05,1.0,EQUITY,,NSE_EQ,NLCINDIA
NSE_EQ|INE463A01038,404,BERGEPAINT,BERGER PAINTS (I) LTD,462.0,,,0.05,1.0,EQUITY,,NSE_EQ,BERGEPAINT
NSE_EQ|INE622W01025,27061,ACMESOLAR,ACME SOLAR HOLDINGS LTD,224.64,,,0.01,1.0,EQUITY,,NSE_EQ,ACMESOLAR
NSE_EQ|INE256A01028,3812,ZEEL,ZEE ENTERTAINMENT ENT LTD,96.2,,,0.01,1.0,EQUITY,,NSE_EQ,ZEEL
NSE_EQ|INE540L01014,11703,ALKEM,ALKEM LABORATORIES LTD.,5402.5,,,0.5,1.0,EQUITY,,NSE_EQ,ALKEM
NSE_EQ|INE237A01036,1922,KOTAKBANK,KOTAK MAHINDRA BANK LTD,420.65,,,0.05,1.0,EQUITY,,NSE_EQ,KOTAKBANK
NSE_EQ|INE126A01031,916,EIDPARRY,EID PARRY INDIA LTD,907.15,,,0.05,1.0,EQUITY,,NSE_EQ,EIDPARRY
NSE_EQ|INE482A01020,15254,CEATLTD,CEAT LIMITED,3965.3,,,0.1,1.0,EQUITY,,NSE_EQ,CEATLTD
NSE_EQ|INE850D01014,144,GODREJAGRO,GODREJ AGROVET LIMITED,651.2,,,0.05,1.0,EQUITY,,NSE_EQ,GODREJAGRO
NSE_EQ|INE361B01024,10940,DIVISLAB,DIVI S LABORATORIES LTD,6168.5,,,0.5,1.0,EQUITY,,NSE_EQ,DIVISLAB
NSE_EQ|INE517B01013,8954,TTML,TATA TELESERV(MAHARASTRA),43.54,,,0.01,1.0,EQUITY,,NSE_EQ,TTML
NSE_EQ|INE385C01021,17758,SARDAEN,SARDA ENERGY & MIN LTD,502.5,,,0.05,1.0,EQUITY,,NSE_EQ,SARDAEN
NSE_EQ|INE811K01011,20302,PRESTIGE,PRESTIGE ESTATE LTD,1519.1,,,0.1,1.0,EQUITY,,NSE_EQ,PRESTIGE
NSE_EQ|INE01EA01019,27969,VMM,VISHAL MEGA MART LIMITED,121.91,,,0.01,1.0,EQUITY,,NSE_EQ,VMM
NSE_EQ|INE510A01028,4907,ENGINERSIN,ENGINEERS INDIA LTD,201.67,,,0.01,1.0,EQUITY,,NSE_EQ,ENGINERSIN
NSE_EQ|INE030A01027,1394,HINDUNILVR,HINDUSTAN UNILEVER LTD.,2305.2,,,0.1,1.0,EQUITY,,NSE_EQ,HINDUNILVR
NSE_EQ|INE872J01023,5373,DEVYANI,DEVYANI INTERNATIONAL LTD,132.02,,,0.01,1.0,EQUITY,,NSE_EQ,DEVYANI
NSE_EQ|INE476A01022,10794,CANBK,CANARA BANK,141.77,,,0.01,1.0,EQUITY,,NSE_EQ,CANBK
NSE_EQ|INE419U01012,48,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,371.9,,,0.05,1.0,EQUITY,,NSE_EQ,HAPPSTMNDS
NSE_EQ|INE691A01018,11223,UCOBANK,UCO BANK,28.13,,,0.01,1.0,EQUITY,,NSE_EQ,UCOBANK
NSE_EQ|INE745G01043,31181,MCX,MULTI COMMODITY EXCHANGE,2340.6,,,0.1,1.0,EQUITY,,NSE_EQ,MCX
NSE_EQ|INE0W2G01015,27052,SAGILITY,SAGILITY LIMITED,47.33,,,0.01,1.0,EQUITY,,NSE_EQ,SAGILITY
NSE_EQ|INE531E01026,17939,HINDCOPPER,HINDUSTAN COPPER LTD,591.65,,,0.05,1.0,EQUITY,,NSE_EQ,HINDCOPPER
NSE_EQ|INE721A01047,4306,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,1065.8,,,0.1,1.0,EQUITY,,NSE_EQ,SHRIRAMFIN
NSE_EQ|INE028A01039,4668,BANKBARODA,BANK OF BARODA,287.45,,,0.05,1.0,EQUITY,,NSE_EQ,BANKBARODA
NSE_EQ|INE670K01029,3220,LODHA,LODHA DEVELOPERS LIMITED,1073.6,,,0.05,1.0,EQUITY,,NSE_EQ,LODHA
NSE_EQ|INE039A01010,1491,IFCI,IFCI LTD,62.87,,,0.01,1.0,EQUITY,,NSE_EQ,IFCI
NSE_EQ|INE914M01019,1508,ASTERDM,ASTER DM HEALTHCARE LTD.,599.9,,,0.05,1.0,EQUITY,,NSE_EQ,ASTERDM
NSE_EQ|INE570L01029,27839,SAILIFE,SAI LIFE SCIENCES LIMITED,914.85,,,0.05,1.0,EQUITY,,NSE_EQ,SAILIFE
NSE_EQ|INE158A01026,1348,HEROMOTOCO,HERO MOTOCORP LIMITED,5584.0,,,0.5,1.0,EQUITY,,NSE_EQ,HEROMOTOCO
NSE_EQ|INE112L01020,9581,METROPOLIS,METROPOLIS HEALTHCARE LTD,1947.8,,,0.1,1.0,EQUITY,,NSE_EQ,METROPOLIS
NSE_EQ|INE405E01023,14154,UNOMINDA,UNO MINDA LIMITED,1244.0,,,0.1,1.0,EQUITY,,NSE_EQ,UNOMINDA
NSE_EQ|INE777K01022,18566,RRKABEL,R R KABEL LIMITED,1403.9,,,0.1,1.0,EQUITY,,NSE_EQ,RRKABEL
NSE_EQ|INE123W01016,21808,SBILIFE,SBI LIFE INSURANCE CO LTD,2034.2,,,0.1,1.0,EQUITY,,NSE_EQ,SBILIFE
NSE_EQ|INE192A01025,3432,TATACONSUM,TATA CONSUMER PRODUCT LTD,1132.2,,,0.1,1.0,EQUITY,,NSE_EQ,TATACONSUM
NSE_EQ|INE398R01022,10243,SYNGENE,SYNGENE INTERNATIONAL LTD,434.35,,,0.05,1.0,EQUITY,,NSE_EQ,SYNGENE
NSE_EQ|INE118A01012,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,10881.0,,,1.0,1.0,EQUITY,,NSE_EQ,BAJAJHLDNG
NSE_EQ|INE371A01025,592,GRAPHITE,GRAPHITE INDIA LTD,645.9,,,0.05,1.0,EQUITY,,NSE_EQ,GRAPHITE
NSE_EQ|INE373A01013,368,BASF,BASF INDIA LTD,3653.6,,,0.1,1.0,EQUITY,,NSE_EQ,BASF
NSE_EQ|INE674K01013,21614,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,336.2,,,0.05,1.0,EQUITY,,NSE_EQ,ABCAPITAL
NSE_EQ|INE094A01015,1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,450.2,,,0.05,1.0,EQUITY,,NSE_EQ,HINDPETRO
NSE_EQ|INE410P01011,11840,NH,NARAYANA HRUDAYALAYA LTD.,1819.8,,,0.1,1.0,EQUITY,,NSE_EQ,NH
NSE_EQ|INE203A01020,5610,ASTRAZEN,ASTRAZENECA PHARMA IND LT,8919.0,,,0.5,1.0,EQUITY,,NSE_EQ,ASTRAZEN
NSE_EQ|INE528G01035,11915,YESBANK,YES BANK LIMITED,20.86,,,0.01,1.0,EQUITY,,NSE_EQ,YESBANK
NSE_EQ|INE248A01017,1675,ITI,ITI LTD,289.1,,,0.05,1.0,EQUITY,,NSE_EQ,ITI
NSE_EQ|INE531F01023,18721,NUVAMA,NUVAMA WEALTH MANAGE LTD,1299.7,,,0.1,1.0,EQUITY,,NSE_EQ,NUVAMA
NSE_EQ|INE093I01010,20242,OBEROIRLTY,OBEROI REALTY LIMITED,1547.6,,,0.1,1.0,EQUITY,,NSE_EQ,OBEROIRLTY
NSE_EQ|INE616N01034,20607,INOXINDIA,INOX INDIA LIMITED,1169.4,,,0.1,1.0,EQUITY,,NSE_EQ,INOXINDIA
NSE_EQ|INE726G01019,18652,ICICIPRULI,ICICI PRU LIFE INS CO LTD,643.65,,,0.05,1.0,EQUITY,,NSE_EQ,ICICIPRULI
NSE_EQ|INE901L01018,25328,APLLTD,ALEMBIC PHARMA LTD,769.9,,,0.05,1.0,EQUITY,,NSE_EQ,APLLTD
NSE_EQ|INE271B01025,2088,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,536.2,,,0.05,1.0,EQUITY,,NSE_EQ,MAHSEAMLES
NSE_EQ|INE073K01018,4684,SONACOMS,SONA BLW PRECISION FRGS L,527.95,,,0.05,1.0,EQUITY,,NSE_EQ,SONACOMS
NSE_EQ|INE006I01046,14418,ASTRAL,ASTRAL LIMITED,1596.5,,,0.1,1.0,EQUITY,,NSE_EQ,ASTRAL
NSE_EQ|INE142M01025,20293,TATATECH,TATA TECHNOLOGIES LIMITED,598.25,,,0.05,1.0,EQUITY,,NSE_EQ,TATATECH
NSE_EQ|INE036D01028,1838,KARURVYSYA,KARUR VYSYA BANK LTD,316.0,,,0.05,1.0,EQUITY,,NSE_EQ,KARURVYSYA
NSE_EQ|INE885A01032,100,ARE&M,AMARA RAJA ENERGY MOB LTD,841.55,,,0.05,1.0,EQUITY,,NSE_EQ,ARE&M
NSE_EQ|INE233B01017,495,BLUEDART,BLUE DART EXPRESS LTD,5811.5,,,0.5,1.0,EQUITY,,NSE_EQ,BLUEDART
NSE_EQ|INE169A01031,739,COROMANDEL,COROMANDEL INTERNTL. LTD,2279.5,,,0.1,1.0,EQUITY,,NSE_EQ,COROMANDEL
NSE_EQ|INE235A01022,1038,FINCABLES,FINOLEX CABLES LTD,810.8,,,0.05,1.0,EQUITY,,NSE_EQ,FINCABLES
NSE_EQ|INE668F01031,15146,JYOTHYLAB,JYOTHY LABS LIMITED,244.27,,,0.01,1.0,EQUITY,,NSE_EQ,JYOTHYLAB
NSE_EQ|INE849A01020,1964,TRENT,TRENT LTD,4252.0,,,0.1,1.0,EQUITY,,NSE_EQ,TRENT
NSE_EQ|INE669C01036,13538,TECHM,TECH MAHINDRA LIMITED,1534.4,,,0.1,1.0,EQUITY,,NSE_EQ,TECHM
NSE_EQ|INE322A01010,1576,GILLETTE,GILLETTE INDIA LTD,8553.0,,,0.5,1.0,EQUITY,,NSE_EQ,GILLETTE
NSE_EQ|INE216A01030,547,BRITANNIA,BRITANNIA INDUSTRIES LTD,5980.5,,,0.5,1.0,EQUITY,,NSE_EQ,BRITANNIA
NSE_EQ|INE002S01010,17534,MGL,MAHANAGAR GAS LTD.,1107.1,,,0.1,1.0,EQUITY,,NSE_EQ,MGL
NSE_EQ|INE111A01025,4749,CONCOR,CONTAINER CORP OF IND LTD,498.3,,,0.05,1.0,EQUITY,,NSE_EQ,CONCOR
NSE_EQ|INE062A01020,3045,SBIN,STATE BANK OF INDIA,1198.6,,,0.1,1.0,EQUITY,,NSE_EQ,SBIN
NSE_EQ|INE180C01042,20329,CGCL,CAPRI GLOBAL CAPITAL LTD,177.24,,,0.01,1.0,EQUITY,,NSE_EQ,CGCL
NSE_EQ|INE128S01021,12032,FIVESTAR,FIVE-STAR BUS FIN LTD,440.0,,,0.05,1.0,EQUITY,,NSE_EQ,FIVESTAR
NSE_EQ|INE672A01026,1621,TATAINVEST,TATA INVESTMENT CORP LTD,630.15,,,0.05,1.0,EQUITY,,NSE_EQ,TATAINVEST
NSE_EQ|INE216P01012,5385,AAVAS,AAVAS FINANCIERS LIMITED,1286.6,,,0.1,1.0,EQUITY,,NSE_EQ,AAVAS
NSE_EQ|INE220B01022,1814,KPIL,KALPATARU PROJECT INT LTD,1096.9,,,0.1,1.0,EQUITY,,NSE_EQ,KPIL
NSE_EQ|INE081A01020,3499,TATASTEEL,TATA STEEL LIMITED,203.18,,,0.01,1.0,EQUITY,,NSE_EQ,TATASTEEL
NSE_EQ|INE007A01025,757,CRISIL,CRISIL LTD,4443.2,,,0.1,1.0,EQUITY,,NSE_EQ,CRISIL
NSE_EQ|INE883A01011,2277,MRF,MRF LTD,150105.0,,,5.0,1.0,EQUITY,,NSE_EQ,MRF
NSE_EQ|INE075A01022,3787,WIPRO,WIPRO LTD,214.09,,,0.01,1.0,EQUITY,,NSE_EQ,WIPRO
NSE_EQ|INE498L01015,24948,LTF,L&T FINANCE LIMITED,285.1,,,0.05,1.0,EQUITY,,NSE_EQ,LTF
NSE_EQ|INE0INX01018,757336,AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,214.25,,,0.01,1.0,EQUITY,,NSE_EQ,AEGISVOPAK
NSE_EQ|INE377N01017,25907,WAAREEENER,WAAREE ENERGIES LIMITED,3096.2,,,0.1,1.0,EQUITY,,NSE_EQ,WAAREEENER
NSE_EQ|INE484J01027,17875,GODREJPROP,GODREJ PROPERTIES LTD,1806.6,,,0.1,1.0,EQUITY,,NSE_EQ,GODREJPROP
NSE_EQ|INE979A01025,4892,SAREGAMA,SAREGAMA INDIA LIMITED,343.05,,,0.05,1.0,EQUITY,,NSE_EQ,SAREGAMA
NSE_EQ|INE188A01015,1008,FACT,FACT LTD,781.2,,,0.05,1.0,EQUITY,,NSE_EQ,FACT
NSE_EQ|INE205A01025,3063,VEDL,VEDANTA LIMITED,673.65,,,0.05,1.0,EQUITY,,NSE_EQ,VEDL
NSE_EQ|INE288A01013,2085,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,13474.0,,,1.0,1.0,EQUITY,,NSE_EQ,MAHSCOOTER
NSE_EQ|INE027H01010,22377,MAXHEALTH,MAX HEALTHCARE INS LTD,1053.6,,,0.05,1.0,EQUITY,,NSE_EQ,MAXHEALTH
NSE_EQ|INE298J01013,357,NAM-INDIA,NIPPON L I A M LTD,912.4,,,0.05,1.0,EQUITY,,NSE_EQ,NAM-INDIA
NSE_EQ|INE101D01020,11872,GRANULES,GRANULES INDIA LIMITED,562.35,,,0.05,1.0,EQUITY,,NSE_EQ,GRANULES
NSE_EQ|INE212H01026,13086,AIAENG,AIA ENGINEERING LIMITED,3861.8,,,0.1,1.0,EQUITY,,NSE_EQ,AIAENG
NSE_EQ|INE967H01025,4847,KIMS,KRISHNA INST OF MED SCI L,687.2,,,0.05,1.0,EQUITY,,NSE_EQ,KIMS
NSE_EQ|INE121A01024,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,1709.4,,,0.1,1.0,EQUITY,,NSE_EQ,CHOLAFIN
NSE_EQ|INE010J01012,21131,TEJASNET,TEJAS NETWORKS LIMITED,328.65,,,0.05,1.0,EQUITY,,NSE_EQ,TEJASNET
NSE_EQ|INE036A01016,4791,RELINFRA,RELIANCE INFRASTRUCTU LTD,104.11,,,0.01,1.0,EQUITY,,NSE_EQ,RELINFRA
NSE_EQ|INE474Q01031,11956,MEDANTA,GLOBAL HEALTH LIMITED,1139.1,,,0.1,1.0,EQUITY,,NSE_EQ,MEDANTA
NSE_EQ|INE839M01018,31234,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,811.7,,,0.05,1.0,EQUITY,,NSE_EQ,SCHNEIDER
NSE_EQ|INE0AQ201015,757014,THELEELA,LEELA PALACES HOTEL LTD,445.25,,,0.05,1.0,EQUITY,,NSE_EQ,THELEELA
NSE_EQ|INE179A01014,2535,PGHH,P&G HYGIENE & HEALTH CARE,11694.0,,,1.0,1.0,EQUITY,,NSE_EQ,PGHH
NSE_EQ|INE074A01025,2705,PRAJIND,PRAJ INDUSTRIES LTD,308.45,,,0.05,1.0,EQUITY,,NSE_EQ,PRAJIND
NSE_EQ|INE974X01010,312,TIINDIA,TUBE INVEST OF INDIA LTD,2498.6,,,0.1,1.0,EQUITY,,NSE_EQ,TIINDIA
NSE_EQ|INE854D01024,10447,UNITDSPR,UNITED SPIRITS LIMITED,1402.4,,,0.1,1.0,EQUITY,,NSE_EQ,UNITDSPR
NSE_EQ|INE220G01021,11236,JSL,JINDAL STAINLESS LIMITED,764.2,,,0.05,1.0,EQUITY,,NSE_EQ,JSL
NSE_EQ|INE742F01042,15083,ADANIPORTS,ADANI PORT & SEZ LTD,1519.0,,,0.1,1.0,EQUITY,,NSE_EQ,ADANIPORTS
NSE_EQ|INE226A01021,3718,VOLTAS,VOLTAS LTD,1525.4,,,0.1,1.0,EQUITY,,NSE_EQ,VOLTAS
NSE_EQ|INE0NT901020,17433,NETWEB,NETWEB TECH INDIA LTD,3097.3,,,0.1,1.0,EQUITY,,NSE_EQ,NETWEB
NSE_EQ|INE292B01021,13966,HBLENGINE,HBL ENGINEERING LTD,762.6,,,0.05,1.0,EQUITY,,NSE_EQ,HBLENGINE
NSE_EQ|INE047A01021,1232,GRASIM,GRASIM INDUSTRIES LTD,2888.0,,,0.1,1.0,EQUITY,,NSE_EQ,GRASIM
NSE_EQ|INE326A01037,10440,LUPIN,LUPIN LIMITED,2199.3,,,0.1,1.0,EQUITY,,NSE_EQ,LUPIN
NSE_EQ|INE584A01023,15332,NMDC,NMDC LTD.,79.43,,,0.01,1.0,EQUITY,,NSE_EQ,NMDC
NSE_EQ|INE085A01013,637,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,453.65,,,0.05,1.0,EQUITY,,NSE_EQ,CHAMBLFERT
NSE_EQ|INE836A01035,6994,BSOFT,BIRLASOFT LIMITED,398.95,,,0.05,1.0,EQUITY,,NSE_EQ,BSOFT
NSE_EQ|INE548A01028,21951,HFCL,HFCL LIMITED,69.74,,,0.01,1.0,EQUITY,,NSE_EQ,HFCL
NSE_EQ|INE501A01019,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,1030.8,,,0.1,1.0,EQUITY,,NSE_EQ,DEEPAKFERT
NSE_EQ|INE414G01012,23650,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,3586.1,,,0.1,1.0,EQUITY,,NSE_EQ,MUTHOOTFIN
NSE_EQ|INE669E01016,14366,IDEA,VODAFONE IDEA LIMITED,11.3,,,0.01,1.0,EQUITY,,NSE_EQ,IDEA
NSE_EQ|INE743M01012,31163,RHIM,RHI MAGNESITA INDIA LTD,436.65,,,0.05,1.0,EQUITY,,NSE_EQ,RHIM
NSE_EQ|INE324A01032,3024,JINDALSAW,JINDAL SAW LIMITED,190.18,,,0.01,1.0,EQUITY,,NSE_EQ,JINDALSAW
NSE_EQ|INE211B01039,14552,PHOENIXLTD,THE PHOENIX MILLS LTD,1735.5,,,0.1,1.0,EQUITY,,NSE_EQ,PHOENIXLTD
NSE_EQ|INE813H01021,13786,TORNTPOWER,TORRENT POWER LTD,1462.6,,,0.1,1.0,EQUITY,,NSE_EQ,TORNTPOWER
NSE_EQ|INE066P01011,7852,INOXWIND,INOX WIND LIMITED,106.38,,,0.01,1.0,EQUITY,,NSE_EQ,INOXWIND
NSE_EQ|INE880J01026,19020,JSWINFRA,JSW INFRASTRUCTURE LTD,257.45,,,0.05,1.0,EQUITY,,NSE_EQ,JSWINFRA
NSE_EQ|INE358A01014,17903,ABBOTINDIA,ABBOTT INDIA LIMITED,26460.0,,,5.0,1.0,EQUITY,,NSE_EQ,ABBOTINDIA
NSE_EQ|INE868B01028,2319,NCC,NCC LIMITED,151.93,,,0.01,1.0,EQUITY,,NSE_EQ,NCC
NSE_EQ|INE172A01027,1250,CASTROLIND,CASTROL INDIA LIMITED,185.2,,,0.01,1.0,EQUITY,,NSE_EQ,CASTROLIND
NSE_EQ|INE213A01029,2475,ONGC,OIL AND NATURAL GAS CORP.,267.4,,,0.05,1.0,EQUITY,,NSE_EQ,ONGC
NSE_EQ|INE825A01020,2073,VTL,VARDHMAN TEXTILES LIMITED,510.55,,,0.05,1.0,EQUITY,,NSE_EQ,VTL
NSE_EQ|INE0FS801015,8596,MSUMI,MOTHERSON SUMI WRNG IND L,42.79,,,0.01,1.0,EQUITY,,NSE_EQ,MSUMI
NSE_EQ|INE335Y01020,13611,IRCTC,INDIAN RAIL TOUR CORP LTD,617.5,,,0.05,1.0,EQUITY,,NSE_EQ,IRCTC
NSE_EQ|INE406M01024,21154,ERIS,ERIS LIFESCIENCES LIMITED,1414.4,,,0.1,1.0,EQUITY,,NSE_EQ,ERIS
NSE_EQ|INE725A01030,4014,NAVA,NAVA LIMITED,554.45,,,0.05,1.0,EQUITY,,NSE_EQ,NAVA
NSE_EQ|INE00WC01027,11343,AFFLE,AFFLE 3I LIMITED,1560.5,,,0.1,1.0,EQUITY,,NSE_EQ,AFFLE
NSE_EQ|INE931S01010,10217,ADANIENSOL,ADANI ENERGY SOLUTION LTD,988.0,,,0.05,1.0,EQUITY,,NSE_EQ,ADANIENSOL
NSE_EQ|INE704P01025,21508,COCHINSHIP,COCHIN SHIPYARD LIMITED,1472.8,,,0.1,1.0,EQUITY,,NSE_EQ,COCHINSHIP
NSE_EQ|INE053F01010,2029,IRFC,INDIAN RAILWAY FIN CORP L,111.44,,,0.01,1.0,EQUITY,,NSE_EQ,IRFC
NSE_EQ|INE127D01025,4244,HDFCAMC,HDFC AMC LIMITED,2813.2,,,0.1,1.0,EQUITY,,NSE_EQ,HDFCAMC
NSE_EQ|INE021A01026,236,ASIANPAINT,ASIAN PAINTS LIMITED,2366.4,,,0.1,1.0,EQUITY,,NSE_EQ,ASIANPAINT
NSE_EQ|INE0LEZ01016,757645,ATHERENERG,ATHER ENERGY LIMITED,708.25,,,0.05,1.0,EQUITY,,NSE_EQ,ATHERENERG
NSE_EQ|INE671A01010,3417,HONAUT,HONEYWELL AUTOMATION IND,31375.0,,,5.0,1.0,EQUITY,,NSE_EQ,HONAUT
NSE_EQ|INE356A01018,4503,MPHASIS,MPHASIS LIMITED,2458.4,,,0.1,1.0,EQUITY,,NSE_EQ,MPHASIS
NSE_EQ|INE571A01038,1633,IPCALAB,IPCA LABORATORIES LTD,1485.4,,,0.1,1.0,EQUITY,,NSE_EQ,IPCALAB
NSE_EQ|INE733E01010,11630,NTPC,NTPC LTD,363.0,,,0.05,1.0,EQUITY,,NSE_EQ,NTPC
NSE_EQ|INE230A01023,919,EIHOTEL,EIH LIMITED,330.25,,,0.05,1.0,EQUITY,,NSE_EQ,EIHOTEL
NSE_EQ|INE565A01014,9348,IOB,INDIAN OVERSEAS BANK,34.83,,,0.01,1.0,EQUITY,,NSE_EQ,IOB
NSE_EQ|INE022Q01020,220,IEX,INDIAN ENERGY EXC LTD,123.95,,,0.01,1.0,EQUITY,,NSE_EQ,IEX
NSE_EQ|INE115A01026,1997,LICHSGFIN,LIC HOUSING FINANCE LTD,507.65,,,0.05,1.0,EQUITY,,NSE_EQ,LICHSGFIN
NSE_EQ|INE475E01026,3906,CAPLIPOINT,CAPLIN POINT LAB LTD.,1731.2,,,0.1,1.0,EQUITY,,NSE_EQ,CAPLIPOINT
NSE_EQ|INE463V01026,7145,ANANDRATHI,ANAND RATHI WEALTH LTD,2989.1,,,0.1,1.0,EQUITY,,NSE_EQ,ANANDRATHI
